id,label,definition,synonyms,xrefs
DOID:4492,,"An influenza that results in infection located in respiratory tract of humans, domestic and wild birds, has_material_basis_in Influenza A virus (Alphainfluenzavirus influenzae), which is transmitted by contact with infected poultry. At least five strains of avian influenza A viruses (H5N1, H7N3, H7N2, H7N7 and H9N2) are known to cause human infections. The infection has_symptom fever, has_symptom cough, has_symptom sore throat, has_symptom muscle aches, has_symptom nausea, has_symptom diarrhea, has_symptom vomiting, has_symptom neurologic changes, has_symptom pneumonia, and has_symptom acute respiratory distress.","{'val': 'avian flu', 'pred': 'EXACT', 'xrefs': []}, {'val': 'bird flu', 'pred': 'EXACT', 'xrefs': []}","ICD10CM:J09.X, MESH:D005585, SNOMEDCT_US_2023_03_01:55604004, UMLS_CUI:C0016627"
DOID:450,,A muscular dystrophy that is characterized by progressive muscle wasting and weakness.,,"ICD10CM:G71.1, ICD9CM:359.2, MESH:D020967, NCI:C84913, SNOMEDCT_US_2023_03_01:155096007, UMLS_CUI:C0553604"
DOID:4501,,"A syndrome that is characterized by malformations of the face, oral cavity, and digits.","{'val': 'oral-facial-digital syndrome', 'pred': 'EXACT', 'xrefs': []}","ICD10CM:Q87.0, MESH:D009958, SNOMEDCT_US_2023_03_01:52868006, UMLS_CUI:C0029294"
DOID:4504,,A central nervous system sarcoma that is located_in the inner lining of blood vessels.,"{'val': 'hemangiosarcoma of the CNS', 'pred': 'EXACT', 'xrefs': []}","NCI:C5450, UMLS_CUI:C1332875"
DOID:4505,,An angiosarcoma that affects children.,"{'val': 'paediatric angiosarcoma', 'pred': 'EXACT', 'xrefs': []}, {'val': 'paediatric hemangiosarcoma', 'pred': 'EXACT', 'xrefs': []}, {'val': 'pediatric angiosarcoma', 'pred': 'EXACT', 'xrefs': []}, {'val': 'pediatric hemangiosarcoma', 'pred': 'EXACT', 'xrefs': []}","NCI:C9174, UMLS_CUI:C0279988"
DOID:4510,,An angiosarcoma that is located_in the aorta.,"{'val': 'Aortic hemangiosarcoma', 'pred': 'EXACT', 'xrefs': []}","NCI:C5376, UMLS_CUI:C1332312"
DOID:4511,,An angiosarcoma and sarcoma of breast and vascular neoplasm of breast that is located_in the cells that line the blood vessels within the breast or underarm area.,"{'val': 'hemangiosarcoma of the breast', 'pred': 'EXACT', 'xrefs': []}","MESH:C536368, NCI:C5184, UMLS_CUI:C1332614"
DOID:4513,,An angiosarcoma and gallbladder sarcoma that is located_in the gallbladder.,"{'val': 'hemangiosarcoma of gallbladder', 'pred': 'EXACT', 'xrefs': []}","NCI:C5840, UMLS_CUI:C1333742"
DOID:4514,,A thyroid sarcoma and angiosarcoma that results_in a high prevalence of iodine-deficient goiter.,"{'val': 'hemangiosarcoma of the Thyroid', 'pred': 'EXACT', 'xrefs': []}","NCI:C6043, UMLS_CUI:C1336748"
DOID:4515,,A thyroid gland cancer that is located_in the supporting cells of the thyroid.,"{'val': 'sarcoma of the Thyroid gland', 'pred': 'EXACT', 'xrefs': []}","NCI:C6041, UMLS_CUI:C1336756"
DOID:4517,,An angiosarcoma and hemangioma of skin and malignant skin vascular tumor and sarcoma of skin that is located_in the skin and results_in an enlarged bruise (a blue-black nodule) and an unhealed ulceration.,"{'val': 'angiosarcoma of skin', 'pred': 'EXACT', 'xrefs': []}, {'val': 'hemangiosarcoma of the skin', 'pred': 'EXACT', 'xrefs': []}","NCI:C4489, SNOMEDCT_US_2023_03_01:254794007, UMLS_CUI:C0346081"
DOID:452,,A gastrointestinal system benign neoplasm that is a located_in the salivary glands.,"{'val': 'mixed tumor of the Salivary gland', 'pred': 'EXACT', 'xrefs': []}","ICDO:8940/0, MESH:D008949, MIM:181030, NCI:C35691, SNOMEDCT_US_2023_03_01:8360001, UMLS_CUI:C0026277"
DOID:4520,,A cervix endometrical stromal tumor that has_material_basis_in abnormally proliferating cells derives_from embryonic mesoderm.,"{'val': 'endometrial stromal sarcoma of the cervix', 'pred': 'EXACT', 'xrefs': []}","NCI:C40220, UMLS_CUI:C3642326"
DOID:4521,,A cervical cancer that derives_from the fibrous connective tissue of the endometrium.,,"NCI:C40218, UMLS_CUI:C4289586"
DOID:4524,,An angiosarcoma and sarcoma of prostate that is located_in the prostate.,"{'val': 'Prostatic hemangiosarcoma', 'pred': 'EXACT', 'xrefs': []}","NCI:C5528, UMLS_CUI:C1335504"
DOID:4525,,An angiosarcoma and sarcoma of the mediastinum that is located_in the mediastinum.,"{'val': 'hemangiosarcoma of mediastinum', 'pred': 'EXACT', 'xrefs': []}","NCI:C6613, UMLS_CUI:C1334649"
DOID:4527,,An ovary sarcoma that is a malignant vascular tumor that derives_from blood vessels.,"{'val': 'hemangiosarcoma of Ovary', 'pred': 'EXACT', 'xrefs': []}","NCI:C5232, UMLS_CUI:C1335152"
DOID:4531,,"A carcinoma that is characterized by the presence of cuboidal mucous cells, goblet-like mucous cells, squamoid cells, cystic changes, and a fibrotic stromal formation.","{'val': 'MEC', 'pred': 'EXACT', 'synonym_type': 'OMO:0003012', 'xrefs': []}","GARD:10671, ICDO:8430/3, MESH:D018277, NCI:C3772, SNOMEDCT_US_2023_03_01:4079000, UMLS_CUI:C0206694"
DOID:4534,,"A syndrome that affects growth, cranial development, hair growth and dental development.","{'val': 'Francois dyscephalic syndrome', 'pred': 'EXACT', 'xrefs': []}, {'val': 'Hallerman - Streiff syndrome', 'pred': 'EXACT', 'xrefs': []}, {'val': ""Hallermann's syndrome"", 'pred': 'EXACT', 'xrefs': []}","GARD:288, MESH:D006210, MIM:234100, NCI:C84746, ORDO:2108, SNOMEDCT_US_2023_03_01:7903009, UMLS_CUI:C0018522"
DOID:4535,,"A hair disease that is characterized by sparse hair on the scalp resulting from abnormal hair follicle development and has_material_basis_in mutations in proteins involved in hair growth, division or proliferation of cells within hair follicles.",,"MESH:D007039, MIM:PS605389, ORDO:55654, SNOMEDCT_US_2023_03_01:53602002, UMLS_CUI:C0020678"
DOID:4540,,"A writing disorder that involves a deficiency in the ability to write where the writing is distorted or incorrect, spelling difficulty, poor handwriting or trouble putting thoughts on paper.",,"ICD10CM:R48.8, MESH:D000381, SNOMEDCT_US_2023_03_01:27206009, UMLS_CUI:C0001825"
DOID:4541,,An agnosia that involves a severe problem with recalling words or names.,"{'val': 'anomia', 'pred': 'EXACT', 'xrefs': []}, {'val': 'Anomic aphasia', 'pred': 'EXACT', 'xrefs': []}","MESH:D000849, NCI:C34386, SNOMEDCT_US_2023_03_01:10325006, UMLS_CUI:C0003113"
DOID:4543,,An amnestic disorder that involves a loss of one's pre-existing memories to conscious recollection.,,"ICD10CM:R41.2, MESH:D000648, NCI:C34372, SNOMEDCT_US_2023_03_01:51921000, UMLS_CUI:C0002624"
DOID:4547,,An adult sarcoma of soft tissue and mesenchymal chondrosarcoma that is located_in the cartilage.,,"NCI:C27375, UMLS_CUI:C1332207"
DOID:4549,,A chondrosarcoma that is located_in exclusively soft tissue and that is characterized by the presence of chondroblast-like cells in a myxoid stroma and a multinodular growth pattern.,"{'val': 'extraosseous chondrosarcoma', 'pred': 'EXACT', 'xrefs': []}, {'val': 'Myxoid extraosseous chondrosarcoma', 'pred': 'EXACT', 'xrefs': []}","ICDO:9231/3, MESH:C563195, MIM:612237, NCI:C27502, SNOMEDCT_US_2023_03_01:404079008, UMLS_CUI:C1275278"
DOID:4552,,"A carcinoma that is composed of large, monotonous rounded or overtly polygonal-shaped cells with abundant cytoplasm.",,"ICDO:8012/3, MESH:D018287, NCI:C3780, SNOMEDCT_US_2023_03_01:22687000, UMLS_CUI:C0206704"
DOID:4555,,"An ovarian carcinoma that is characterized by large pleiomorphic cells with large round or oval nuclei, presence of mitoses and staining for neuroendocrine (NE) markers and has_material_basis_in neuroendocrine cells.","{'val': 'Non-small-cell type neuroendocrine carcinoma of Ovary', 'pred': 'EXACT', 'xrefs': []}","NCI:C5238, UMLS_CUI:C1335174"
DOID:4557,,"A mouth disease that is characterized by the presence of filmy opalescence of the mucosa in the early stages to a whitish gray cast with a coarsely wrinkled surface in the later stages, associated with intracellular edema of the spinous or malpighian layer.","{'val': 'Leukedema of mouth', 'pred': 'EXACT', 'xrefs': []}","MESH:D007967, SNOMEDCT_US_2023_03_01:67795000, UMLS_CUI:C0023523"
DOID:456,,"A parasitic helminthiasis infectious disease that involves infection of the intestine with the nematode Ascaris lumbricoides. Larvae migrating through the lungs cause cough, wheezing and hemoptysis. Bowel or biliary obstruction causes cramping abdominal pain, nausea, and vomiting. Peritonitis, enlargement of the liver or spleen, toxicity and pneumonia are observed when larvae get into the portal circulation.","{'val': 'Ascariasis - roundworm', 'pred': 'EXACT', 'xrefs': []}, {'val': 'Ascaris lumbricoides infection', 'pred': 'RELATED', 'xrefs': []}","ICD10CM:B77, ICD9CM:127.0, MESH:D001196, NCI:C128392, SNOMEDCT_US_2023_03_01:2435008, UMLS_CUI:C0003950"
DOID:4560,,An endometritis that is present for weeks or more and does not have an identifiable causative organism.,,"NCI:C27625, UMLS_CUI:C1335061"
DOID:4561,,An endometritis that is characterized by the presence of granulomas in the uterus.,,"NCI:C27626, UMLS_CUI:C1333876"
DOID:4603,,"An ichthyosis that is characterized by generalized erythema, skin blisters and skin fragility, manifested at birth.","{'val': 'Bullous ichthyosiform erythroderma', 'pred': 'EXACT', 'xrefs': []}, {'val': 'epidermolytic ichthyosis', 'pred': 'EXACT', 'xrefs': []}, {'val': 'Epidermolytic palmoplantar hyperkeratosis', 'pred': 'EXACT', 'xrefs': []}","ICD10CM:Q80.3, MESH:D017488, MIM:PS113800, NCI:C62569, SNOMEDCT_US_2023_03_01:20512000, UMLS_CUI:C0079153"
DOID:4606,,A biliary tract cancer that is located_in the bile duct.,"{'val': 'bile duct tumor', 'pred': 'EXACT', 'xrefs': []}, {'val': 'Ca extrahepatic bile ducts', 'pred': 'EXACT', 'xrefs': []}, {'val': 'malignant neoplasm of the extrahepatic bile duct', 'pred': 'EXACT', 'xrefs': []}","ICD10CM:C24.0, ICD9CM:156.1, MESH:D001650, NCI:C2898, NCI:C7483, SNOMEDCT_US_2023_03_01:93790004, UMLS_CUI:C0005396, UMLS_CUI:C0153453"
DOID:4607,,A hepatobiliary system cancer that results_in malignant growth located_in the gallbladder or located_in the bile duct.,"{'val': 'malignant tumour of biliary tract', 'pred': 'EXACT', 'xrefs': []}","GARD:5924, GARD:9304, ICD10CM:C24.9, ICD9CM:156.9, MESH:D001661, SNOMEDCT_US_2023_03_01:126853008, SNOMEDCT_US_2023_03_01:93688006, UMLS_CUI:C0005426, UMLS_CUI:C0750952"
DOID:4610,,A gastrointestinal system benign neoplasm that is located_in the intestine.,"{'val': 'intestinal tumors', 'pred': 'EXACT', 'xrefs': []}, {'val': 'intestine growth', 'pred': 'EXACT', 'xrefs': []}, {'val': 'neoplasm of intestinal tract', 'pred': 'EXACT', 'xrefs': []}","MESH:D007414, NCI:C3141, SNOMEDCT_US_2023_03_01:126769007, UMLS_CUI:C0021841"
DOID:4618,,A jaw cancer that effects the maxilla or upper jaw.,"{'val': 'maxillary neoplasm', 'pred': 'RELATED', 'xrefs': []}, {'val': 'upper jaw bone cancer', 'pred': 'RELATED', 'xrefs': []}","MESH:D008441, SNOMEDCT_US_2023_03_01:126550004, UMLS_CUI:C0024954"
DOID:4621,,A congenital nervous system abnormality characterized by failed or incomplete separation of the forebrain early in gestation; it is accompanied by a spectrum of characteristic craniofacial anomalies.,"{'val': 'Holoprosencephaly sequence', 'pred': 'EXACT', 'xrefs': []}","GARD:6665, ICD10CM:Q04.2, MESH:D016142, MIM:PS236100, NCI:C74988, ORDO:2162, SNOMEDCT_US_2023_03_01:30915001, UMLS_CUI:C0079541"
DOID:4624,,"A syndrome that is characterized by an asymmetric distribution of cartilagenous tumors, which may lead to skeletal deformities and limb-length discrepancy. This condition primarily affects the long bones and cartilage of the joints of the arms and legs, specifically the area where the shaft and head of a long bone meet.","{'val': 'dyschondroplasia', 'pred': 'EXACT', 'xrefs': []}, {'val': 'Enchondromatosis with haemangiomata', 'pred': 'EXACT', 'xrefs': []}, {'val': 'ENCHONDROMATOSIS, MULTIPLE', 'pred': 'EXACT', 'xrefs': []}, {'val': ""Kast's syndrome"", 'pred': 'EXACT', 'xrefs': []}, {'val': 'osteochondromatosis', 'pred': 'EXACT', 'xrefs': []}","GARD:7251, ICD10CM:Q78.4, MESH:D004687, MIM:166000, NCI:C3213, ORDO:296, SNOMEDCT_US_2023_03_01:46041001, UMLS_CUI:C0024454"
DOID:4644,,"An epidermolysis bullosa that is characterized by recurrent blistering at the level of the epidermis secondary to minor trauma, which can cause limited wounds, dehydration, electrolyte abnormalities, severe infection, among other issues, and has_material_basis_in mutation in the KRT5, KRT14, or PLEC genes, which encode keratin and plectin proteins that provide resilience in skin.",,"GARD:10752, ICD10CM:Q81.0, MESH:D016110, MIM:601001, MIM:615425, NCI:C84692, ORDO:304, SNOMEDCT_US_2023_03_01:205585003, UMLS_CUI:C0079298"
DOID:4647,,A retinoblastoma that refers to bilateral retinoblastoma associated with an intracranial primitive neuroectodermal tumor located_in the pineal or suprasellar region.,,
DOID:4650,,A retinoblastoma that develops in both eyes.,,"NCI:C8713, UMLS_CUI:C0854914"
DOID:4651,,A retinoblastoma that effects only one eye.,,"NCI:C8714, UMLS_CUI:C0854915"
DOID:4653,,A retinoblastoma that is located_in the eye and has not spread to other parts of the body.,,"NCI:C7846, UMLS_CUI:C0278717"
DOID:4656,,A retinoblastoma that has spread from the soft tissues surrounding the eye or to the optic nerve beyond the margin of resection to other parts of the body.,,"NCI:C7848, UMLS_CUI:C0278719"
DOID:4661,,A syndrome that is an adverse physical reaction to low levels of many common chemicals.,"{'val': '20th century disease', 'pred': 'EXACT', 'xrefs': []}, {'val': 'chemical AIDS', 'pred': 'EXACT', 'xrefs': []}, {'val': 'environmental illness', 'pred': 'EXACT', 'xrefs': []}, {'val': 'idiopathic environmental illness', 'pred': 'EXACT', 'xrefs': []}, {'val': 'total allergy syndrome', 'pred': 'EXACT', 'xrefs': []}","MESH:D018777, SNOMEDCT_US_2023_03_01:702772003, UMLS_CUI:C0242992"
DOID:4662,,A brain disease that is characterized by Dejerine-Roussy syndrome that develops from thalamic injury.,,"MESH:D013786, NCI:C85186, UMLS_CUI:C0039726"
DOID:4667,,A bone structure disease that has_material_basis_in an abnormal curvature located_in vertebral column.,"{'val': 'Kyphosis deformity of spine', 'pred': 'EXACT', 'xrefs': []}",
DOID:4668,,A kyphosis that results_in abnormal formation located_in body of vertebra.,,
DOID:4674,,"A disorder of sexual development that is characterized by the inability of the cell to respond to androgens in individuals with a karyotype of 46,XY resulting in female physical traits but male genetic makeup.","{'val': 'Androgen resistance syndrome', 'pred': 'EXACT', 'xrefs': []}, {'val': 'Androgen-Insensitivity Syndrome', 'pred': 'EXACT', 'xrefs': []}, {'val': 'Feminisation - testicular', 'pred': 'EXACT', 'xrefs': []}, {'val': 'Goldberg - Maxwell syndrome', 'pred': 'EXACT', 'xrefs': []}, {'val': 'Goldberg-Maxwell syndrome', 'pred': 'EXACT', 'xrefs': []}, {'val': 'testicular feminization', 'pred': 'EXACT', 'xrefs': []}, {'val': 'testicular Feminization syndrome', 'pred': 'EXACT', 'xrefs': []}","GARD:5803, ICD10CM:E34.5, ICD9CM:259.51, MESH:D013734, MIM:300068, NCI:C27226, ORDO:754, SNOMEDCT_US_2023_03_01:12313004, UMLS_CUI:C0039585"
DOID:4677,,A corneal disease that is characterized by inflammation of the cornea.,,"ICD10CM:H16, ICD9CM:370, MESH:D007634, NCI:C26805, SNOMEDCT_US_2023_03_01:193757003, UMLS_CUI:C0022568"
DOID:4678,,A mucoepidermoid carcinoma located_in the thymus.,"{'val': 'Mucoepidermoid carcinoma of the Thymus', 'pred': 'EXACT', 'xrefs': []}","NCI:C6457, UMLS_CUI:C1334814"
DOID:4679,,"A breast metaplastic carcinoma that is characterized by the presence of four cell types (basaloid, intermediate, epidermoid, and mucinous) in varying proportions.","{'val': 'mucoepidermoid carcinoma of breast', 'pred': 'RELATED', 'xrefs': []}, {'val': 'Mucoepidermoid carcinoma of the breast', 'pred': 'EXACT', 'xrefs': []}","NCI:C5166, UMLS_CUI:C1334813"
DOID:4680,,A breast carcinoma that represents a mixed group of malignant neoplasms characterized by the histologic presence of two or more cellular types.,"{'val': 'metaplastic carcinoma of breast', 'pred': 'RELATED', 'xrefs': []}, {'val': 'Metaplastic carcinoma of the breast', 'pred': 'EXACT', 'xrefs': []}","GARD:10804, ICDO:8575/3, NCI:C5164, SNOMEDCT_US_2023_03_01:763479005, UMLS_CUI:C1334708"
DOID:4681,,A mucoepidermoid carcinoma located_in a bile duct.,"{'val': 'Mucoepidermoid carcinoma of the bile duct', 'pred': 'EXACT', 'xrefs': []}","NCI:C5862, UMLS_CUI:C1332552"
DOID:4682,,A cholangiocarcinoma that arises from the extrahepatic bile ducts.,"{'val': 'carcinoma of extrahepatic bile duct', 'pred': 'EXACT', 'xrefs': []}, {'val': 'extrahepatic bile duct cancer', 'pred': 'EXACT', 'xrefs': []}","NCI:C3860, SNOMEDCT_US_2023_03_01:372101000, UMLS_CUI:C0238019"
DOID:4685,,A mucoepidermoid carcinoma located_in the lacrimal gland.,"{'val': 'Mucoepidermoid carcinoma of the lacrimal gland', 'pred': 'EXACT', 'xrefs': []}","NCI:C6091, UMLS_CUI:C1334359"
DOID:4687,,"A thyroid gland carcinoma that is composed of groups of squamoid and mucous cells, surrounded by fibrous tissue.","{'val': 'mucoepidermoid thyroid carcinoma', 'pred': 'EXACT', 'xrefs': []}","NCI:C38762, UMLS_CUI:C1513721"
DOID:4688,,A mucoepidermoid carcinoma located_in the larynx.,"{'val': 'Mucoepidermoid carcinoma of Larynx', 'pred': 'EXACT', 'xrefs': []}","NCI:C9463, UMLS_CUI:C1334373"
DOID:4691,,A mediastinal cancer that has_material_basis_in neural cells.,"{'val': 'neurogenic tumor of mediastinum', 'pred': 'EXACT', 'xrefs': []}","NCI:C6624, UMLS_CUI:C1334672"
DOID:4692,,A globe disease that is characterized by inflammation of the inside of the eye.,,"MESH:D009877, NCI:C34586, SNOMEDCT_US_2023_03_01:1847009, UMLS_CUI:C0014236"
